Date,Sales,Cost Of Sales,Quantity Sold,daily_sale_price,Sale_YEAR,Sale_MONTH,Sale_DAY_OF_MONTH,Sale_DAY_NAME,DAY_OF_WEEK_CLASSIFICATION
2013-12-30,223937.9679,230079.621,6827,223937.9679,2013,December,30,Monday,WEEKDAY
2013-12-31,300345.4846,306986.1205,9268,300345.4846,2013,December,31,Tuesday,WEEKDAY
2014-01-01,86782.46773,87986.31821,2678,86782.46773,2014,January,1,Wednesday,WEEKDAY
2014-01-02,200173.1168,202881.1777,6175,200173.1168,2014,January,2,Thursday,WEEKDAY
2014-01-03,326906.0742,333806.2919,10084,326906.0742,2014,January,3,Friday,WEEKDAY
2014-01-04,307043.9354,313652.3483,9470,307043.9354,2014,January,4,Saturday,WEEKEND
2014-01-05,179188.8845,183083.285,5524,179188.8845,2014,January,5,Sunday,WEEKEND
2014-01-06,306351.9509,313446.0681,9448,306351.9509,2014,January,6,Monday,WEEKDAY
2014-01-07,224020.41,229533.9737,6911,224020.41,2014,January,7,Tuesday,WEEKDAY
2014-01-08,101836.4022,99381.96752,2990,101836.4022,2014,January,8,Wednesday,WEEKDAY
2014-01-09,107804.3049,104816.4585,3159,107804.3049,2014,January,9,Thursday,WEEKDAY
2014-01-10,144829.9567,141333.9963,4246,144829.9567,2014,January,10,Friday,WEEKDAY
2014-01-11,146571.4824,143179.67,4297,146571.4824,2014,January,11,Saturday,WEEKEND
2014-01-12,95422.37298,93126.14724,2796,95422.37298,2014,January,12,Sunday,WEEKEND
2014-01-13,114883.1738,112186.3087,3369,114883.1738,2014,January,13,Monday,WEEKDAY
2014-01-14,80090.80008,78096.76018,2348,80090.80008,2014,January,14,Tuesday,WEEKDAY
2014-01-15,98945.37116,97159.00259,2903,98945.37116,2014,January,15,Wednesday,WEEKDAY
2014-01-16,84904.90171,83350.43316,2491,84904.90171,2014,January,16,Thursday,WEEKDAY
2014-01-17,135460.6197,132703.3354,3968,135460.6197,2014,January,17,Friday,WEEKDAY
2014-01-18,149925.7497,146928.4118,4393,149925.7497,2014,January,18,Saturday,WEEKEND
2014-01-19,74297.30718,72782.28432,2176,74297.30718,2014,January,19,Sunday,WEEKEND
2014-01-20,83356.42456,81789.13612,2443,83356.42456,2014,January,20,Monday,WEEKDAY
2014-01-21,89922.01429,88388.91607,2638,89922.01429,2014,January,21,Tuesday,WEEKDAY
2014-01-22,57806.30278,57157.28254,1704,57806.30278,2014,January,22,Wednesday,WEEKDAY
2014-01-23,63977.75035,62863.98724,1872,63977.75035,2014,January,23,Thursday,WEEKDAY
2014-01-24,116958.7998,114823.7952,3423,116958.7998,2014,January,24,Friday,WEEKDAY
2014-01-25,155272.8248,152636.2766,4544,155272.8248,2014,January,25,Saturday,WEEKEND
2014-01-26,82885.21591,81583.16695,2426,82885.21591,2014,January,26,Sunday,WEEKEND
2014-01-27,72353.42588,71377.15646,2117,72353.42588,2014,January,27,Monday,WEEKDAY
2014-01-28,50415.90376,49769.09824,1476,50415.90376,2014,January,28,Tuesday,WEEKDAY
2014-01-29,67458.30189,66529.442,1974,67458.30189,2014,January,29,Wednesday,WEEKDAY
2014-01-30,64640.36931,63757.83987,1892,64640.36931,2014,January,30,Thursday,WEEKDAY
2014-01-31,137693.8735,135609.5076,4030,137693.8735,2014,January,31,Friday,WEEKDAY
2014-02-01,181209.1285,178435.7153,5304,181209.1285,2014,February,1,Saturday,WEEKEND
2014-02-02,113433.581,111466.5168,3320,113433.581,2014,February,2,Sunday,WEEKEND
2014-02-03,143192.5334,140505.6347,4191,143192.5334,2014,February,3,Monday,WEEKDAY
2014-02-04,130126.6499,128496.2877,3809,130126.6499,2014,February,4,Tuesday,WEEKDAY
2014-02-05,187155.8685,195078.6033,5764,187155.8685,2014,February,5,Wednesday,WEEKDAY
2014-02-06,102314.7096,101977.99,3028,102314.7096,2014,February,6,Thursday,WEEKDAY
2014-02-07,301553.8426,313529.1877,9284,301553.8426,2014,February,7,Friday,WEEKDAY
2014-02-08,316073.1775,329754.7795,9737,316073.1775,2014,February,8,Saturday,WEEKEND
2014-02-09,135178.0426,141530.7087,4163,135178.0426,2014,February,9,Sunday,WEEKEND
2014-02-10,147727.5162,154828.6846,4552,147727.5162,2014,February,10,Monday,WEEKDAY
2014-02-11,135498.7464,139824.1616,4172,135498.7464,2014,February,11,Tuesday,WEEKDAY
2014-02-12,163432.8452,166893.3689,5037,163432.8452,2014,February,12,Wednesday,WEEKDAY
2014-02-13,138291.6333,141027.4345,4259,138291.6333,2014,February,13,Thursday,WEEKDAY
2014-02-14,336901.3717,343519.8755,10381,336901.3717,2014,February,14,Friday,WEEKDAY
2014-02-15,367729.2682,373973.5933,11332,367729.2682,2014,February,15,Saturday,WEEKEND
2014-02-16,133913.8414,136797.0774,4127,133913.8414,2014,February,16,Sunday,WEEKEND
2014-02-17,150800.347,152887.1064,4649,150800.347,2014,February,17,Monday,WEEKDAY
2014-02-18,55591.93034,53463.24421,1627,55591.93034,2014,February,18,Tuesday,WEEKDAY
2014-02-19,106427.1918,107736.4441,3281,106427.1918,2014,February,19,Wednesday,WEEKDAY
2014-02-20,78940.55442,75934.39482,2310,78940.55442,2014,February,20,Thursday,WEEKDAY
2014-02-21,317916.3179,322089.789,9802,317916.3179,2014,February,21,Friday,WEEKDAY
2014-02-22,309217.8756,320116.9243,9772,309217.8756,2014,February,22,Saturday,WEEKEND
2014-02-23,138491.55,140752.6016,4270,138491.55,2014,February,23,Sunday,WEEKEND
2014-02-24,133146.2222,134505.4042,4106,133146.2222,2014,February,24,Monday,WEEKDAY
2014-02-25,224994.6562,227546.4466,6937,224994.6562,2014,February,25,Tuesday,WEEKDAY
2014-02-26,225051.5915,228214.1421,6934,225051.5915,2014,February,26,Wednesday,WEEKDAY
2014-02-27,344299.6824,365935.653,11082,344299.6824,2014,February,27,Thursday,WEEKDAY
2014-02-28,661876.5,686656.791,20805,661876.5,2014,February,28,Friday,WEEKDAY
2014-03-01,846678.3882,872081.585,26410,846678.3882,2014,March,1,Saturday,WEEKEND
2014-03-02,478902.3049,495554.4499,15004,478902.3049,2014,March,2,Sunday,WEEKEND
2014-03-03,538827.2021,557567.137,16884,538827.2021,2014,March,3,Monday,WEEKDAY
2014-03-04,310346.1213,323325.0299,9789,310346.1213,2014,March,4,Tuesday,WEEKDAY
2014-03-05,256390.5222,267308.5071,8079,256390.5222,2014,March,5,Wednesday,WEEKDAY
2014-03-06,167803.6598,168135.69,5072,167803.6598,2014,March,6,Thursday,WEEKDAY
2014-03-07,465318.0215,483774.5967,14551,465318.0215,2014,March,7,Friday,WEEKDAY
2014-03-08,520146.7496,541498.9582,16262,520146.7496,2014,March,8,Saturday,WEEKEND
2014-03-09,224699.2528,233589.983,7014,224699.2528,2014,March,9,Sunday,WEEKEND
2014-03-10,286230.6789,297642.8914,8932,286230.6789,2014,March,10,Monday,WEEKDAY
2014-03-11,187143.0181,191499.0428,5737,187143.0181,2014,March,11,Tuesday,WEEKDAY
2014-03-12,191700.3891,197153.424,5903,191700.3891,2014,March,12,Wednesday,WEEKDAY
2014-03-13,164663.9676,168975.174,5056,164663.9676,2014,March,13,Thursday,WEEKDAY
2014-03-14,395941.3451,406765.914,12167,395941.3451,2014,March,14,Friday,WEEKDAY
2014-03-15,518183.2104,534383.1431,15971,518183.2104,2014,March,15,Saturday,WEEKEND
2014-03-16,226617.9549,233191.1046,6968,226617.9549,2014,March,16,Sunday,WEEKEND
2014-03-17,243707.8719,250794.2213,7494,243707.8719,2014,March,17,Monday,WEEKDAY
2014-03-18,94849.7438,90571.58892,2707,94849.7438,2014,March,18,Tuesday,WEEKDAY
2014-03-19,92386.78307,88255.84099,2637,92386.78307,2014,March,19,Wednesday,WEEKDAY
2014-03-20,180394.8277,172344.3044,5149,180394.8277,2014,March,20,Thursday,WEEKDAY
2014-03-21,200939.6924,192019.1443,5735,200939.6924,2014,March,21,Friday,WEEKDAY
2014-03-22,172953.9247,165201.305,4936,172953.9247,2014,March,22,Saturday,WEEKEND
2014-03-23,70194.79954,67061.62271,2003,70194.79954,2014,March,23,Sunday,WEEKEND
2014-03-24,81378.21463,77703.64633,2323,81378.21463,2014,March,24,Monday,WEEKDAY
2014-03-25,130227.0147,127394.2892,3822,130227.0147,2014,March,25,Tuesday,WEEKDAY
2014-03-26,125310.0364,122275.1026,3666,125310.0364,2014,March,26,Wednesday,WEEKDAY
2014-03-27,119452.3396,118186.575,3543,119452.3396,2014,March,27,Thursday,WEEKDAY
2014-03-28,276174.7693,271550.8956,8130,276174.7693,2014,March,28,Friday,WEEKDAY
2014-03-29,357369.2669,352250.8301,10518,357369.2669,2014,March,29,Saturday,WEEKEND
2014-03-30,163865.4903,160525.4269,4791,163865.4903,2014,March,30,Sunday,WEEKEND
2014-03-31,190719.6145,187072.5952,5583,190719.6145,2014,March,31,Monday,WEEKDAY
2014-04-01,244535.2052,239700.6848,7155,244535.2052,2014,April,1,Tuesday,WEEKDAY
2014-04-02,155620.5038,153366.0188,4575,155620.5038,2014,April,2,Wednesday,WEEKDAY
2014-04-03,136001.9782,134523.0686,3997,136001.9782,2014,April,3,Thursday,WEEKDAY
2014-04-04,190559.8875,187742.3,5558,190559.8875,2014,April,4,Friday,WEEKDAY
2014-04-05,217110.5025,213540.7342,6320,217110.5025,2014,April,5,Saturday,WEEKEND
2014-04-06,119190.1,116856.3146,3447,119190.1,2014,April,6,Sunday,WEEKEND
2014-04-07,131910.1975,130784.4447,3854,131910.1975,2014,April,7,Monday,WEEKDAY
2014-04-08,118921.3077,115305.8052,3394,118921.3077,2014,April,8,Tuesday,WEEKDAY
2014-04-09,124828.2828,121264.7031,3563,124828.2828,2014,April,9,Wednesday,WEEKDAY
2014-04-10,179326.4902,183278.5024,5380,179326.4902,2014,April,10,Thursday,WEEKDAY
2014-04-11,318949.8171,326322.526,9573,318949.8171,2014,April,11,Friday,WEEKDAY
2014-04-12,375031.1093,383727.194,11250,375031.1093,2014,April,12,Saturday,WEEKEND
2014-04-13,166393.5407,170061.8641,4990,166393.5407,2014,April,13,Sunday,WEEKEND
2014-04-14,193652.3278,198212.0687,5810,193652.3278,2014,April,14,Monday,WEEKDAY
2014-04-15,249805.5172,255956.654,7497,249805.5172,2014,April,15,Tuesday,WEEKDAY
2014-04-16,294023.4109,301522.3523,8821,294023.4109,2014,April,16,Wednesday,WEEKDAY
2014-04-17,612236.0058,627927.7587,18366,612236.0058,2014,April,17,Thursday,WEEKDAY
2014-04-18,464815.5179,476692.5437,13940,464815.5179,2014,April,18,Friday,WEEKDAY
2014-04-19,360480.9404,369765.6128,10814,360480.9404,2014,April,19,Saturday,WEEKEND
2014-04-20,114279.5773,117190.8262,3429,114279.5773,2014,April,20,Sunday,WEEKEND
2014-04-21,161170.8204,165415.0838,4834,161170.8204,2014,April,21,Monday,WEEKDAY
2014-04-22,182483.1465,187344.7372,5475,182483.1465,2014,April,22,Tuesday,WEEKDAY
2014-04-23,109358.4125,106849.8988,3121,109358.4125,2014,April,23,Wednesday,WEEKDAY
2014-04-24,98430.11411,96197.48223,2809,98430.11411,2014,April,24,Thursday,WEEKDAY
2014-04-25,295741.347,292327.0283,8537,295741.347,2014,April,25,Friday,WEEKDAY
2014-04-26,285053.9799,281159.5811,8209,285053.9799,2014,April,26,Saturday,WEEKEND
2014-04-27,124964.7965,123042.159,3592,124964.7965,2014,April,27,Sunday,WEEKEND
2014-04-28,124175.8084,122516.0657,3576,124175.8084,2014,April,28,Monday,WEEKDAY
2014-04-29,131842.5716,130405.2639,3807,131842.5716,2014,April,29,Tuesday,WEEKDAY
2014-04-30,154850.0573,150644.3482,4398,154850.0573,2014,April,30,Wednesday,WEEKDAY
2014-05-01,180294.2687,175656.6504,5124,180294.2687,2014,May,1,Thursday,WEEKDAY
2014-05-02,163849.0358,157300.6256,4581,163849.0358,2014,May,2,Friday,WEEKDAY
2014-05-03,131436.7924,127601.9447,3697,131436.7924,2014,May,3,Saturday,WEEKEND
2014-05-04,93082.04396,91601.50654,2642,93082.04396,2014,May,4,Sunday,WEEKEND
2014-05-05,110887.0133,109460.1532,3154,110887.0133,2014,May,5,Monday,WEEKDAY
2014-05-06,119385.5754,115693.1066,3324,119385.5754,2014,May,6,Tuesday,WEEKDAY
2014-05-07,91719.58938,93157.17058,2677,91719.58938,2014,May,7,Wednesday,WEEKDAY
2014-05-08,96335.44895,93696.21614,2683,96335.44895,2014,May,8,Thursday,WEEKDAY
2014-05-09,303226.2984,325836.9401,9328,303226.2984,2014,May,9,Friday,WEEKDAY
2014-05-10,431695.7092,465253.8157,13306,431695.7092,2014,May,10,Saturday,WEEKEND
2014-05-11,200407.2771,215907.8249,6173,200407.2771,2014,May,11,Sunday,WEEKEND
2014-05-12,183413.7083,197835.4951,5653,183413.7083,2014,May,12,Monday,WEEKDAY
2014-05-13,146166.6011,157693.1893,4503,146166.6011,2014,May,13,Tuesday,WEEKDAY
2014-05-14,201120.7276,218098.7619,6253,201120.7276,2014,May,14,Wednesday,WEEKDAY
2014-05-15,270123.5508,289864.7985,8408,270123.5508,2014,May,15,Thursday,WEEKDAY
2014-05-16,415315.3839,441790.7672,12949,415315.3839,2014,May,16,Friday,WEEKDAY
2014-05-17,498716.9976,526707.377,15508,498716.9976,2014,May,17,Saturday,WEEKEND
2014-05-18,166433.1721,174376.6325,5141,166433.1721,2014,May,18,Sunday,WEEKEND
2014-05-19,168520.6294,175540.1155,5194,168520.6294,2014,May,19,Monday,WEEKDAY
2014-05-20,178123.5321,187748.1722,5550,178123.5321,2014,May,20,Tuesday,WEEKDAY
2014-05-21,194878.8026,204460.6654,6070,194878.8026,2014,May,21,Wednesday,WEEKDAY
2014-05-22,115475.0969,115011.3226,3421,115475.0969,2014,May,22,Thursday,WEEKDAY
2014-05-23,430521.0245,449274.1863,13384,430521.0245,2014,May,23,Friday,WEEKDAY
2014-05-24,590642.8257,614245.7941,18356,590642.8257,2014,May,24,Saturday,WEEKEND
2014-05-25,210764.718,217364.463,6500,210764.718,2014,May,25,Sunday,WEEKEND
2014-05-26,218189.3485,225607.5952,6752,218189.3485,2014,May,26,Monday,WEEKDAY
2014-05-27,226132.4639,234496.5128,7023,226132.4639,2014,May,27,Tuesday,WEEKDAY
2014-05-28,243720.868,252929.2947,7579,243720.868,2014,May,28,Wednesday,WEEKDAY
2014-05-29,207429.429,215118.8465,6448,207429.429,2014,May,29,Thursday,WEEKDAY
2014-05-30,503149.4313,521651.0861,15637,503149.4313,2014,May,30,Friday,WEEKDAY
2014-05-31,603748.7895,626259.3868,18775,603748.7895,2014,May,31,Saturday,WEEKEND
2014-06-01,456017.4631,473223.9807,14188,456017.4631,2014,June,1,Sunday,WEEKEND
2014-06-02,425845.196,442155.9912,13256,425845.196,2014,June,2,Monday,WEEKDAY
2014-06-03,328217.77,340913.5917,10223,328217.77,2014,June,3,Tuesday,WEEKDAY
2014-06-04,286405.9988,296902.6725,8904,286405.9988,2014,June,4,Wednesday,WEEKDAY
2014-06-05,184989.8887,192824.8901,5783,184989.8887,2014,June,5,Thursday,WEEKDAY
2014-06-06,288118.3044,300213.5594,9005,288118.3044,2014,June,6,Friday,WEEKDAY
2014-06-07,391930.878,407438.9196,12222,391930.878,2014,June,7,Saturday,WEEKEND
2014-06-08,193772.5811,201254.7125,6037,193772.5811,2014,June,8,Sunday,WEEKEND
2014-06-09,214177.9834,220255.2192,6607,214177.9834,2014,June,9,Monday,WEEKDAY
2014-06-10,188334.5212,195254.781,5857,188334.5212,2014,June,10,Tuesday,WEEKDAY
2014-06-11,174324.9948,180978.601,5429,174324.9948,2014,June,11,Wednesday,WEEKDAY
2014-06-12,200271.5643,207757.703,6232,200271.5643,2014,June,12,Thursday,WEEKDAY
2014-06-13,468701.6302,486180.5444,14585,468701.6302,2014,June,13,Friday,WEEKDAY
2014-06-14,473425.7542,492135.2923,14745,473425.7542,2014,June,14,Saturday,WEEKEND
2014-06-15,224232.1214,233554.0322,6991,224232.1214,2014,June,15,Sunday,WEEKEND
2014-06-16,185606.275,193340.3154,5788,185606.275,2014,June,16,Monday,WEEKDAY
2014-06-17,212687.5094,221403.645,6632,212687.5094,2014,June,17,Tuesday,WEEKDAY
2014-06-18,184259.6924,192057.5108,5752,184259.6924,2014,June,18,Wednesday,WEEKDAY
2014-06-19,113735.8162,119544.0198,3578,113735.8162,2014,June,19,Thursday,WEEKDAY
2014-06-20,203165.083,205350.6431,6119,203165.083,2014,June,20,Friday,WEEKDAY
2014-06-21,203345.2446,206918.9126,6161,203345.2446,2014,June,21,Saturday,WEEKEND
2014-06-22,134944.489,135372.527,4015,134944.489,2014,June,22,Sunday,WEEKEND
2014-06-23,138298.2102,139206.0269,4133,138298.2102,2014,June,23,Monday,WEEKDAY
2014-06-24,36692.67986,35299.06424,1047,36692.67986,2014,June,24,Tuesday,WEEKDAY
2014-06-25,56077.54269,53925.25763,1601,56077.54269,2014,June,25,Wednesday,WEEKDAY
2014-06-26,55780.70745,53688.2412,1592,55780.70745,2014,June,26,Thursday,WEEKDAY
2014-06-27,131721.2383,127302.4271,3759,131721.2383,2014,June,27,Friday,WEEKDAY
2014-06-28,146169.0766,141012.3294,4172,146169.0766,2014,June,28,Saturday,WEEKEND
2014-06-29,62073.58541,60083.86984,1772,62073.58541,2014,June,29,Sunday,WEEKEND
2014-06-30,93619.84699,90294.37609,2672,93619.84699,2014,June,30,Monday,WEEKDAY
2014-07-01,180183.0314,173842.9209,5143,180183.0314,2014,July,1,Tuesday,WEEKDAY
2014-07-02,104760.7062,101615.732,2990,104760.7062,2014,July,2,Wednesday,WEEKDAY
2014-07-03,93450.53368,90927.08966,2667,93450.53368,2014,July,3,Thursday,WEEKDAY
2014-07-04,98087.5559,95423.27399,2799,98087.5559,2014,July,4,Friday,WEEKDAY
2014-07-05,117562.2629,114395.6276,3355,117562.2629,2014,July,5,Saturday,WEEKEND
2014-07-06,70153.08097,68252.24221,2002,70153.08097,2014,July,6,Sunday,WEEKEND
2014-07-07,68918.41529,66990.88135,1967,68918.41529,2014,July,7,Monday,WEEKDAY
2014-07-08,108417.4028,105373.3,3094,108417.4028,2014,July,8,Tuesday,WEEKDAY
2014-07-09,81802.60821,79496.49424,2335,81802.60821,2014,July,9,Wednesday,WEEKDAY
2014-07-10,103998.5597,101270.9711,2968,103998.5597,2014,July,10,Thursday,WEEKDAY
2014-07-11,134018.0893,130633.2627,3825,134018.0893,2014,July,11,Friday,WEEKDAY
2014-07-12,99277.2995,96688.49781,2833,99277.2995,2014,July,12,Saturday,WEEKEND
2014-07-13,49705.232,48370.30899,1419,49705.232,2014,July,13,Sunday,WEEKEND
2014-07-14,75384.57455,73393.44659,2151,75384.57455,2014,July,14,Monday,WEEKDAY
2014-07-15,110288.2342,107437.381,3148,110288.2342,2014,July,15,Tuesday,WEEKDAY
2014-07-16,156536.6862,164641.354,4825,156536.6862,2014,July,16,Wednesday,WEEKDAY
2014-07-17,80823.0592,78844.8605,2307,80823.0592,2014,July,17,Thursday,WEEKDAY
2014-07-18,124615.6856,121612.1789,3557,124615.6856,2014,July,18,Friday,WEEKDAY
2014-07-19,242758.9505,255779.8545,7485,242758.9505,2014,July,19,Saturday,WEEKEND
2014-07-20,85078.24369,83020.51413,2428,85078.24369,2014,July,20,Sunday,WEEKEND
2014-07-21,86738.06743,84643.27183,2475,86738.06743,2014,July,21,Monday,WEEKDAY
2014-07-22,56673.61581,55278.70783,1618,56673.61581,2014,July,22,Tuesday,WEEKDAY
2014-07-23,165742.1705,173725.3575,5106,165742.1705,2014,July,23,Wednesday,WEEKDAY
2014-07-24,95618.2488,92416.90384,2729,95618.2488,2014,July,24,Thursday,WEEKDAY
2014-07-25,515698.7958,538260.2718,15897,515698.7958,2014,July,25,Friday,WEEKDAY
2014-07-26,562590.3665,586670.5141,17343,562590.3665,2014,July,26,Saturday,WEEKEND
2014-07-27,266305.9259,277238.0104,8207,266305.9259,2014,July,27,Sunday,WEEKEND
2014-07-28,292634.7457,304508.379,9018,292634.7457,2014,July,28,Monday,WEEKDAY
2014-07-29,212360.9931,221017.0731,6548,212360.9931,2014,July,29,Tuesday,WEEKDAY
2014-07-30,198019.3321,205903.8249,6102,198019.3321,2014,July,30,Wednesday,WEEKDAY
2014-07-31,295508.3273,307222.3954,9108,295508.3273,2014,July,31,Thursday,WEEKDAY
2014-08-01,611894.6732,636341.3159,18867,611894.6732,2014,August,1,Friday,WEEKDAY
2014-08-02,628685.2188,653779.9635,19384,628685.2188,2014,August,2,Saturday,WEEKEND
2014-08-03,307272.6837,319500.0095,9473,307272.6837,2014,August,3,Sunday,WEEKEND
2014-08-04,362106.5326,376645.7509,11170,362106.5326,2014,August,4,Monday,WEEKDAY
2014-08-05,262349.591,272809.2904,8091,262349.591,2014,August,5,Tuesday,WEEKDAY
2014-08-06,80697.9035,77649.63653,2303,80697.9035,2014,August,6,Wednesday,WEEKDAY
2014-08-07,103272.6227,99367.23322,2947,103272.6227,2014,August,7,Thursday,WEEKDAY
2014-08-08,439421.4221,456509.6219,13542,439421.4221,2014,August,8,Friday,WEEKDAY
2014-08-09,408616.3506,424340.9494,12588,408616.3506,2014,August,9,Saturday,WEEKEND
2014-08-10,195866.773,203331.4348,6032,195866.773,2014,August,10,Sunday,WEEKEND
2014-08-11,232347.3532,241134.5278,7158,232347.3532,2014,August,11,Monday,WEEKDAY
2014-08-12,190325.1811,197438.1116,5863,190325.1811,2014,August,12,Tuesday,WEEKDAY
2014-08-13,197698.1186,205114.1289,6092,197698.1186,2014,August,13,Wednesday,WEEKDAY
2014-08-14,177908.8356,184687.5291,5485,177908.8356,2014,August,14,Thursday,WEEKDAY
2014-08-15,473321.8825,491559.423,14587,473321.8825,2014,August,15,Friday,WEEKDAY
2014-08-16,541600.8922,562953.3708,16686,541600.8922,2014,August,16,Saturday,WEEKEND
2014-08-17,239513.979,249203.1208,7380,239513.979,2014,August,17,Sunday,WEEKEND
2014-08-18,255224.2226,265532.5462,7864,255224.2226,2014,August,18,Monday,WEEKDAY
2014-08-19,160372.0397,167021.1578,4941,160372.0397,2014,August,19,Tuesday,WEEKDAY
2014-08-20,171587.3323,174723.1754,5151,171587.3323,2014,August,20,Wednesday,WEEKDAY
2014-08-21,164208.0606,167239.6488,4928,164208.0606,2014,August,21,Thursday,WEEKDAY
2014-08-22,376778.8357,384006.0453,11309,376778.8357,2014,August,22,Friday,WEEKDAY
2014-08-23,453633.474,463250.0713,13613,453633.474,2014,August,23,Saturday,WEEKEND
2014-08-24,214392.4009,218347.7978,6424,214392.4009,2014,August,24,Sunday,WEEKEND
2014-08-25,316404.0623,323293.3966,9493,316404.0623,2014,August,25,Monday,WEEKDAY
2014-08-26,242824.5013,259860.5125,7619,242824.5013,2014,August,26,Tuesday,WEEKDAY
2014-08-27,274712.2533,304334.7846,8909,274712.2533,2014,August,27,Wednesday,WEEKDAY
2014-08-28,258066.1694,287168.5661,8400,258066.1694,2014,August,28,Thursday,WEEKDAY
2014-08-29,594007.2132,660937.8048,19317,594007.2132,2014,August,29,Friday,WEEKDAY
2014-08-30,717096.7128,797788.892,23310,717096.7128,2014,August,30,Saturday,WEEKEND
2014-08-31,358170.9963,398562.6074,11646,358170.9963,2014,August,31,Sunday,WEEKEND
2014-09-01,594953.6349,662850.9908,19366,594953.6349,2014,September,1,Monday,WEEKDAY
2014-09-02,469469.941,523480.3033,15291,469469.941,2014,September,2,Tuesday,WEEKDAY
2014-09-03,464067.7993,517180.5433,15100,464067.7993,2014,September,3,Wednesday,WEEKDAY
2014-09-04,312311.954,348177.1205,10164,312311.954,2014,September,4,Thursday,WEEKDAY
2014-09-05,501279.0004,558766.6903,16310,501279.0004,2014,September,5,Friday,WEEKDAY
2014-09-06,552703.9038,616169.8514,17985,552703.9038,2014,September,6,Saturday,WEEKEND
2014-09-07,234153.7622,261088.3864,7620,234153.7622,2014,September,7,Sunday,WEEKEND
2014-09-08,244481.4977,272633.3998,7958,244481.4977,2014,September,8,Monday,WEEKDAY
2014-09-09,122749.6353,120070.9502,3503,122749.6353,2014,September,9,Tuesday,WEEKDAY
2014-09-10,78736.40284,77071.54271,2247,78736.40284,2014,September,10,Wednesday,WEEKDAY
2014-09-11,70875.11067,69489.36085,2023,70875.11067,2014,September,11,Thursday,WEEKDAY
2014-09-12,148634.3914,145956.1397,4242,148634.3914,2014,September,12,Friday,WEEKDAY
2014-09-13,171724.8288,168652.2036,4901,171724.8288,2014,September,13,Saturday,WEEKEND
2014-09-14,86435.69883,84948.37458,2467,86435.69883,2014,September,14,Sunday,WEEKEND
2014-09-15,120236.1827,118094.0432,3432,120236.1827,2014,September,15,Monday,WEEKDAY
2014-09-16,83204.19669,81753.42459,2375,83204.19669,2014,September,16,Tuesday,WEEKDAY
2014-09-17,73768.03473,72471.91932,2105,73768.03473,2014,September,17,Wednesday,WEEKDAY
2014-09-18,69425.44512,68280.38328,1982,69425.44512,2014,September,18,Thursday,WEEKDAY
2014-09-19,137154.9541,135276.9096,3915,137154.9541,2014,September,19,Friday,WEEKDAY
2014-09-20,153569.0619,151376.1356,4383,153569.0619,2014,September,20,Saturday,WEEKEND
2014-09-21,75633.32059,74546.66825,2159,75633.32059,2014,September,21,Sunday,WEEKEND
2014-09-22,90815.92981,89653.63759,2592,90815.92981,2014,September,22,Monday,WEEKDAY
2014-09-23,110118.1564,108880.409,3143,110118.1564,2014,September,23,Tuesday,WEEKDAY
2014-09-24,209908.3831,223554.0866,6457,209908.3831,2014,September,24,Wednesday,WEEKDAY
2014-09-25,358365.683,382967.9832,11039,358365.683,2014,September,25,Thursday,WEEKDAY
2014-09-26,585463.996,625980.9302,18036,585463.996,2014,September,26,Friday,WEEKDAY
2014-09-27,617019.0915,661010.5913,19017,617019.0915,2014,September,27,Saturday,WEEKEND
2014-09-28,283850.5971,304440.6515,8747,283850.5971,2014,September,28,Sunday,WEEKEND
2014-09-29,264317.1104,283912.9687,8147,264317.1104,2014,September,29,Monday,WEEKDAY
2014-09-30,358024.9813,384823.4399,11036,358024.9813,2014,September,30,Tuesday,WEEKDAY
2014-10-01,594438.2808,639306.5688,18330,594438.2808,2014,October,1,Wednesday,WEEKDAY
2014-10-02,470507.663,506072.0333,14503,470507.663,2014,October,2,Thursday,WEEKDAY
2014-10-03,518693.5287,557939.3693,15986,518693.5287,2014,October,3,Friday,WEEKDAY
2014-10-04,656245.8284,705891.3003,20223,656245.8284,2014,October,4,Saturday,WEEKEND
2014-10-05,280055.1177,301279.655,8631,280055.1177,2014,October,5,Sunday,WEEKEND
2014-10-06,375648.0175,404178.9211,11579,375648.0175,2014,October,6,Monday,WEEKDAY
2014-10-07,78111.71646,74251.87473,2127,78111.71646,2014,October,7,Tuesday,WEEKDAY
2014-10-08,70509.13279,67141.97963,1923,70509.13279,2014,October,8,Wednesday,WEEKDAY
2014-10-09,103281.311,98065.93908,2809,103281.311,2014,October,9,Thursday,WEEKDAY
2014-10-10,179841.4318,170757.5812,4891,179841.4318,2014,October,10,Friday,WEEKDAY
2014-10-11,138038.2398,131192.3168,3758,138038.2398,2014,October,11,Saturday,WEEKEND
2014-10-12,61037.56223,57992.34151,1661,61037.56223,2014,October,12,Sunday,WEEKEND
2014-10-13,86799.75945,82392.33326,2360,86799.75945,2014,October,13,Monday,WEEKDAY
2014-10-14,69570.50147,66313.94098,1894,69570.50147,2014,October,14,Tuesday,WEEKDAY
2014-10-15,130476.3553,124398.4316,3548,130476.3553,2014,October,15,Wednesday,WEEKDAY
2014-10-16,95229.77348,91087.85134,2591,95229.77348,2014,October,16,Thursday,WEEKDAY
2014-10-17,121057.8613,116949.7913,3293,121057.8613,2014,October,17,Friday,WEEKDAY
2014-10-18,169498.9164,164492.9466,4611,169498.9164,2014,October,18,Saturday,WEEKEND
